artist_id,artist_name,stage_name,work_id,work_name,work_type,genre,release_date,notoriety_date,notable
74,Min Hu,NA,3205,Whispers of the Moonlit Ensemble,Album,Psychedelic Rock,2029,NA,TRUE
74,Min Hu,NA,6954,Masked Whispers of the Commedia,Song,Jazz Surf Rock,2025,2025,TRUE
74,Min Hu,NA,15899,Speak Between Lines,Song,Indie Folk,2010,2010,TRUE
75,Juan Feng,NA,71,Forgotten Incantation,Album,Indie Folk,2017,NA,TRUE
75,Juan Feng,NA,12515,Melodic Gasp,Album,Psychedelic Rock,2017,NA,TRUE
76,Ming Ren,NA,71,Forgotten Incantation,Album,Indie Folk,2017,NA,TRUE
76,Ming Ren,NA,2057,Algorithmic Whispers,Song,Indie Folk,2023,NA,TRUE
76,Ming Ren,NA,5046,Høstens Melodi (Autumn's Melody),Album,Americana,2007,2007,TRUE
76,Ming Ren,NA,8785,Waiting in the Wings,Song,Americana,2000,NA,TRUE
76,Ming Ren,NA,12237,Provence Aria,Song,Indie Rock,2023,NA,TRUE
82,Min Ye,NA,81,Elektronische Schritte Mit Italienern,Song,Indie Pop,1997,NA,TRUE
82,Min Ye,NA,15389,Pentatonic Whispers from Kyoto,Album,Southern Gothic Rock,2010,NA,TRUE
82,Min Ye,NA,15789,Speak Between The Lines,Song,Southern Gothic Rock,2025,NA,TRUE
82,Min Ye,NA,16162,Midnight on the Embankment,Album,Emo/Pop Punk,1996,NA,TRUE
83,Loretta Roberts,NA,15389,Pentatonic Whispers from Kyoto,Album,Southern Gothic Rock,2010,NA,TRUE
83,Loretta Roberts,NA,15789,Speak Between The Lines,Song,Southern Gothic Rock,2025,NA,TRUE
83,Loretta Roberts,NA,16162,Midnight on the Embankment,Album,Emo/Pop Punk,1996,NA,TRUE
87,Jun Gu,NA,86,Retro-Rhythmen Der 80er,Song,Americana,2013,NA,TRUE
87,Jun Gu,NA,14859,Twilight's Whisper in F,Song,Desert Rock,2017,2017,TRUE
89,Xiuying Dong,NA,86,Retro-Rhythmen Der 80er,Song,Americana,2013,NA,TRUE
90,Xiulan Li,NA,86,Retro-Rhythmen Der 80er,Song,Americana,2013,NA,TRUE
90,Xiulan Li,NA,8553,Cội Nguồn Bất Diệt (Immortal Roots),Song,Indie Folk,2029,NA,TRUE
90,Xiulan Li,NA,14859,Twilight's Whisper in F,Song,Desert Rock,2017,2017,TRUE
93,Jun Fan,NA,92,Synth-Pop Tanz Explosion,Song,Americana,2023,2023,TRUE
93,Jun Fan,NA,11746,Echoes in Silk and Shadow,Song,Americana,2024,NA,TRUE
94,Yan Yuan,NA,92,Synth-Pop Tanz Explosion,Song,Americana,2023,2023,TRUE
95,Diana Johnson,NA,92,Synth-Pop Tanz Explosion,Song,Americana,2023,2023,TRUE
97,Lei Zhou,NA,92,Synth-Pop Tanz Explosion,Song,Americana,2023,2023,TRUE
98,Yong Yu,NA,92,Synth-Pop Tanz Explosion,Song,Americana,2023,2023,TRUE
98,Yong Yu,NA,11746,Echoes in Silk and Shadow,Song,Americana,2024,NA,TRUE
99,Miki Hayashi,NA,92,Synth-Pop Tanz Explosion,Song,Americana,2023,2023,TRUE
99,Miki Hayashi,NA,4253,Unsilenced Voice,Album,Desert Rock,2029,NA,TRUE
99,Miki Hayashi,NA,6268,Harmonic Crossroads,Song,Indie Folk,2017,2017,TRUE
99,Miki Hayashi,NA,7177,Transatlantic Wingspan,Song,Indie Folk,2013,2013,TRUE
99,Miki Hayashi,NA,8292,Blue and Orange Blood,Song,Desert Rock,2029,NA,TRUE
99,Miki Hayashi,NA,13062,Rhythmic Undertow,Song,Doom Metal,1994,1994,TRUE
99,Miki Hayashi,NA,14156,The Unnamed Reflection,Song,Indie Folk,2019,NA,TRUE
103,Cristina Marenzio,NA,5427,Harvest Whispers,Album,Dream Pop,1997,NA,TRUE
104,Enzio Caffarelli,NA,102,Neon Nacht Bewegung,Song,Doom Metal,2000,NA,TRUE
107,Pompeo Turchi,NA,106,Borderless Horizons,Song,Blues Rock,2020,NA,TRUE
107,Pompeo Turchi,NA,6588,Closing Time Conscience,Song,Alternative Rock,2027,NA,TRUE
107,Pompeo Turchi,NA,15309,Sister's Lament,Song,Alternative Rock,2026,NA,TRUE
108,Brandon Vasquez,NA,15275,Royal Cobblestone Waltz,Album,Alternative Rock,2006,NA,TRUE
108,Brandon Vasquez,NA,106,Borderless Horizons,Song,Blues Rock,2020,NA,TRUE
108,Brandon Vasquez,NA,6588,Closing Time Conscience,Song,Alternative Rock,2027,NA,TRUE
108,Brandon Vasquez,NA,15443,Intertwined: A Dance of Three,Song,Southern Gothic Rock,2023,2023,TRUE
109,Audrey-Camille Nicolas,NA,6588,Closing Time Conscience,Song,Alternative Rock,2027,NA,TRUE
109,Audrey-Camille Nicolas,NA,13582,Whispers Through the Woodland Shadows,Album,Blues Rock,2017,NA,TRUE
109,Audrey-Camille Nicolas,NA,15443,Intertwined: A Dance of Three,Song,Southern Gothic Rock,2023,2023,TRUE
113,Fang Zhong,NA,8650,Vocal Echoes,Song,Alternative Rock,2013,NA,TRUE
114,Jie Long,NA,8773,Blooming Love's Embrace,Song,Lo-Fi Electronica,2027,NA,TRUE
115,Ping Meng,NA,112,Cartographic Dreams,Song,Lo-Fi Electronica,2007,NA,TRUE
115,Ping Meng,NA,1791,Stockholm Sunshine,Song,Lo-Fi Electronica,2010,NA,TRUE
115,Ping Meng,NA,8650,Vocal Echoes,Song,Alternative Rock,2013,NA,TRUE
115,Ping Meng,NA,8773,Blooming Love's Embrace,Song,Lo-Fi Electronica,2027,NA,TRUE
115,Ping Meng,NA,12025,Nocturnal Reverie,Song,Lo-Fi Electronica,2013,2013,TRUE
115,Ping Meng,NA,14045,Seine's Midnight Bloom,Song,Lo-Fi Electronica,2011,2011,TRUE
115,Ping Meng,NA,14566,Midsummer Dance on Roslagen Shore,Album,Lo-Fi Electronica,2013,NA,TRUE
115,Ping Meng,NA,16580,Liquid Escape,Song,Lo-Fi Electronica,2016,NA,TRUE
116,Wei Ye,NA,112,Cartographic Dreams,Song,Lo-Fi Electronica,2007,NA,TRUE
122,Sabina Hrušková,NA,121,Invisible Lines,Song,Indie Folk,2025,NA,TRUE
123,Naděžda Pešková,NA,121,Invisible Lines,Song,Indie Folk,2025,NA,TRUE
124,Michal Žák,NA,121,Invisible Lines,Song,Indie Folk,2025,NA,TRUE
125,Miluše Dušková,NA,121,Invisible Lines,Song,Indie Folk,2025,NA,TRUE
126,Miloš Pokorný,NA,13254,Pristine Falling Apart,Album,Indie Rock,2025,NA,TRUE
126,Miloš Pokorný,NA,121,Invisible Lines,Song,Indie Folk,2025,NA,TRUE
131,Li Lin,NA,128,Sovereign Echoes,Song,Indie Rock,2026,NA,TRUE
132,Jie Yu,NA,128,Sovereign Echoes,Song,Indie Rock,2026,NA,TRUE
134,Steven Cordova,NA,128,Sovereign Echoes,Song,Indie Rock,2026,NA,TRUE
135,Xia Chang,NA,128,Sovereign Echoes,Song,Indie Rock,2026,NA,TRUE
136,Fang Kong,NA,128,Sovereign Echoes,Song,Indie Rock,2026,NA,TRUE
140,Min Pan,Oblivion Rhapsody,139,Whispers from the Rocking Chair,Song,Speed Metal,2023,2023,TRUE
141,Xia Wu,NA,139,Whispers from the Rocking Chair,Song,Speed Metal,2023,2023,TRUE
141,Xia Wu,NA,4781,September's Last Embrace,Song,Lo-Fi Electronica,2003,NA,TRUE
141,Xia Wu,NA,6216,"Trembling Hands, Reaching Higher",Song,Southern Gothic Rock,2023,NA,TRUE
141,Xia Wu,NA,9473,Footwear Revolution,Album,Emo/Pop Punk,2010,NA,TRUE
141,Xia Wu,NA,10366,Saved by Light,Song,Emo/Pop Punk,2015,NA,TRUE
141,Xia Wu,NA,14527,Madly Yours,Song,Emo/Pop Punk,2013,NA,TRUE
142,Wei Tang,NA,6397,Symptoms of Loving You,Song,Emo/Pop Punk,2011,NA,TRUE
142,Wei Tang,NA,6812,Coastal Whispers,Song,Indie Folk,2013,NA,TRUE
145,Adrien Charles,NA,1242,Manger's Midnight Lullaby,Song,Dream Pop,2020,NA,TRUE
145,Adrien Charles,NA,1545,Beklenmedik Karşılaşma (Unexpected Encounter),Song,Dream Pop,2013,NA,TRUE
145,Adrien Charles,NA,9948,Whispers Between Violins,Song,Desert Rock,2020,NA,TRUE
147,Na Qian,NA,144,Echoes of Forgotten Memories,Song,Indie Folk,2020,NA,TRUE
147,Na Qian,NA,1626,Toga Dreams and Marble Schemes,Song,Indie Folk,2020,NA,TRUE
147,Na Qian,NA,12009,Drums of the Ascendant,Album,Americana,2022,NA,TRUE
149,Xia Fu,NA,148,Grandfather's Faded Photographs,Song,Speed Metal,2010,NA,TRUE
149,Xia Fu,NA,5265,Brass Whispers in Ascending Harmony,Album,Speed Metal,2002,2002,TRUE
149,Xia Fu,NA,12346,Temples and Shadows,Song,Speed Metal,2009,NA,TRUE
149,Xia Fu,NA,13465,Harmony of the Living World,Song,Speed Metal,2000,NA,TRUE
150,Li Luo,NA,148,Grandfather's Faded Photographs,Song,Speed Metal,2010,NA,TRUE
150,Li Luo,NA,5265,Brass Whispers in Ascending Harmony,Album,Speed Metal,2002,2002,TRUE
150,Li Luo,NA,6227,When Mercy Finds Me Weeping,Song,Speed Metal,1999,NA,TRUE
150,Li Luo,NA,12346,Temples and Shadows,Song,Speed Metal,2009,NA,TRUE
150,Li Luo,NA,13430,Heartbeat Symphony,Song,Speed Metal,1991,NA,TRUE
150,Li Luo,NA,13465,Harmony of the Living World,Song,Speed Metal,2000,NA,TRUE
150,Li Luo,NA,16269,Regal Advance,Song,Speed Metal,2013,NA,TRUE
151,Gang Zhao,NA,148,Grandfather's Faded Photographs,Song,Speed Metal,2010,NA,TRUE
151,Gang Zhao,NA,5265,Brass Whispers in Ascending Harmony,Album,Speed Metal,2002,2002,TRUE
151,Gang Zhao,NA,6227,When Mercy Finds Me Weeping,Song,Speed Metal,1999,NA,TRUE
151,Gang Zhao,NA,8013,Foundation Fever,Song,Speed Metal,2004,NA,TRUE
151,Gang Zhao,NA,8872,"Autumn Whispers, Heartbeats Tender",Song,Speed Metal,1993,1993,TRUE
151,Gang Zhao,NA,10651,Whispered Waltzes in Minor,Album,Speed Metal,2006,NA,TRUE
151,Gang Zhao,NA,12346,Temples and Shadows,Song,Speed Metal,2009,NA,TRUE
151,Gang Zhao,NA,14980,Wisdom's Blind Spot,Song,Darkwave,2010,NA,TRUE
151,Gang Zhao,NA,16269,Regal Advance,Song,Speed Metal,2013,NA,TRUE
156,Andrzej Schottin-Mühle,NA,8675,Verdict from Above,Song,Darkwave,2007,NA,TRUE
157,Daria Boucsein,NA,155,Tales Without Words,Album,Indie Folk,2010,2010,TRUE
158,Orhan Krein,NA,155,Tales Without Words,Album,Indie Folk,2010,2010,TRUE
158,Orhan Krein,NA,8675,Verdict from Above,Song,Darkwave,2007,NA,TRUE
159,Ashley Waters,NA,155,Tales Without Words,Album,Indie Folk,2010,2010,TRUE
160,Hans-Theo Eckbauer-Dehmel,NA,155,Tales Without Words,Album,Indie Folk,2010,2010,TRUE
160,Hans-Theo Eckbauer-Dehmel,NA,13423,Stereotype Rebel,Song,Indie Folk,2010,2010,TRUE
161,Sophia Baracca-Solimena,NA,155,Tales Without Words,Album,Indie Folk,2010,2010,TRUE
161,Sophia Baracca-Solimena,NA,8675,Verdict from Above,Song,Darkwave,2007,NA,TRUE
162,Mia Carsten,NA,155,Tales Without Words,Album,Indie Folk,2010,2010,TRUE
162,Mia Carsten,NA,5307,Florenz's Dream,Song,Doom Metal,2013,NA,TRUE
162,Mia Carsten,NA,9051,Whispers of the Weeping Branches,Song,Indie Folk,2004,NA,TRUE
163,Regina Hesse,NA,155,Tales Without Words,Album,Indie Folk,2010,2010,TRUE
163,Regina Hesse,NA,1738,Ticket to Impartiality,Song,Doom Metal,2017,2017,TRUE
163,Regina Hesse,NA,5687,"Mead, Mediterranean, and Mayhem",Song,Indie Folk,2010,NA,TRUE
163,Regina Hesse,NA,6476,Scandinavian Sonata,Song,Doom Metal,2022,NA,TRUE
163,Regina Hesse,NA,8283,Shea to Citi: A Ballpark Journey,Song,Indie Folk,2020,NA,TRUE
163,Regina Hesse,NA,9267,Stepping Towards the Light,Song,Dream Pop,2022,NA,TRUE
163,Regina Hesse,NA,9759,Radiant Spirit,Song,Synthwave,2029,NA,TRUE
163,Regina Hesse,NA,9829,The Shrewd Whisper,Album,Indie Folk,2020,NA,TRUE
163,Regina Hesse,NA,12547,Dočasný domov (Temporary Home),Song,Indie Folk,2023,NA,TRUE
163,Regina Hesse,NA,13640,Petals of Promise,Song,Dream Pop,2017,2017,TRUE
163,Regina Hesse,NA,15772,Meadow's Gentle Harvest,Album,Synthwave,2013,2013,TRUE
170,Chao Yu,NA,169,Whispers of Spring's Memory,Album,Avant-Garde Folk,2026,NA,TRUE
170,Chao Yu,NA,12478,"Empty Ballrooms, Weary Hearts",Song,Dream Pop,2028,NA,TRUE
171,Chao Qiao,NA,169,Whispers of Spring's Memory,Album,Avant-Garde Folk,2026,NA,TRUE
172,Lei Liao,NA,169,Whispers of Spring's Memory,Album,Avant-Garde Folk,2026,NA,TRUE
172,Lei Liao,NA,5480,Whispers of Our Silent Agreement,Song,Lo-Fi Electronica,2018,NA,TRUE
172,Lei Liao,NA,6797,Echoes from Ancient Lips,Song,Alternative Rock,2026,2026,TRUE
172,Lei Liao,NA,10574,Triangular Affection,Song,Lo-Fi Electronica,2007,2007,TRUE
172,Lei Liao,NA,11467,Percussive Daydream,Song,Lo-Fi Electronica,2013,NA,TRUE
172,Lei Liao,NA,13720,Raindrops and Rhythms,Album,Lo-Fi Electronica,2023,2023,TRUE
172,Lei Liao,NA,14512,Silk and Sunflowers,Song,Lo-Fi Electronica,1997,NA,TRUE
172,Lei Liao,NA,16371,Painted Heavens,Song,Lo-Fi Electronica,2018,NA,TRUE
177,Jie Yan,NA,176,Faded Ribbons and Childhood Dreams,Song,Darkwave,2023,NA,TRUE
178,Li Mo,NA,6286,Distant from Her Desire,Song,Darkwave,2028,NA,TRUE
179,Emily Huynh,NA,176,Faded Ribbons and Childhood Dreams,Song,Darkwave,2023,NA,TRUE
180,Gang Yang,NA,176,Faded Ribbons and Childhood Dreams,Song,Darkwave,2023,NA,TRUE
183,Guiying Feng,NA,182,The Last Bloom of Innocence,Song,Synthpop,2013,NA,TRUE
185,Lei Xue,NA,182,The Last Bloom of Innocence,Song,Synthpop,2013,NA,TRUE
188,Cecilia Scholz,NA,187,Echoes of a Springtime Past,Song,Indie Folk,2020,NA,TRUE
189,Alma Davids,NA,15199,Shadows of Alfie,Song,Post-Apocalyptic Folk,2025,NA,TRUE
190,Peter Haering,NA,187,Echoes of a Springtime Past,Song,Indie Folk,2020,NA,TRUE
190,Peter Haering,NA,344,Echoes from the Distant Years,Album,Indie Rock,2013,NA,TRUE
190,Peter Haering,NA,10183,Rewind and Replay,Album,Indie Folk,2020,NA,TRUE
190,Peter Haering,NA,11256,Unshared Horizons,Album,Doom Metal,2013,NA,TRUE
190,Peter Haering,NA,13220,Glowing Embrace,Song,Doom Metal,2013,2013,TRUE
190,Peter Haering,NA,13821,Heritage in Red,Song,Doom Metal,2023,NA,TRUE
190,Peter Haering,NA,15199,Shadows of Alfie,Song,Post-Apocalyptic Folk,2025,NA,TRUE
193,Elizabeth Phillips,NA,192,Bright Horizon,Song,Americana,2013,NA,TRUE
194,Ming Xiang,NA,16670,Wake Up!,Song,Lo-Fi Electronica,2018,NA,TRUE
197,Xia Ren,NA,15206,One-Way Departure,Song,Doom Metal,2007,NA,TRUE
198,Wei Wu,NA,196,Radiant Dreams,Song,Indie Folk,2017,NA,TRUE
199,Tao Wei,NA,196,Radiant Dreams,Song,Indie Folk,2017,NA,TRUE
201,Fang Zou,NA,200,Light My Way,Song,Indie Folk,2017,NA,TRUE
202,Guiying Pan,NA,200,Light My Way,Song,Indie Folk,2017,NA,TRUE
202,Guiying Pan,NA,16200,Unspoken Wonders,Album,Indie Folk,2023,NA,TRUE
203,Tao Yao,NA,200,Light My Way,Song,Indie Folk,2017,NA,TRUE
204,Juan Sun,NA,200,Light My Way,Song,Indie Folk,2017,NA,TRUE
205,Jun Wei,NA,200,Light My Way,Song,Indie Folk,2017,NA,TRUE
206,Tao Liao,NA,200,Light My Way,Song,Indie Folk,2017,NA,TRUE
207,Juan Jia,NA,2709,Emotional Overture,Album,Dream Pop,2018,NA,TRUE
207,Juan Jia,NA,7611,Blurred Lines of Truth,Song,Dream Pop,2029,NA,TRUE
207,Juan Jia,NA,7897,Cloudscape of Resistance,Song,Post-Apocalyptic Folk,2014,NA,TRUE
211,Jing Han,NA,210,Luminous Path,Song,Darkwave,2029,2029,TRUE
212,Jun Yao,NA,210,Luminous Path,Song,Darkwave,2029,2029,TRUE
214,Qiang Cai,NA,210,Luminous Path,Song,Darkwave,2029,2029,TRUE
215,Qiang Huang,NA,210,Luminous Path,Song,Darkwave,2029,2029,TRUE
217,Honoré Foucher,NA,216,Spurs and Wedding Rings,Song,Alternative Rock,2029,NA,TRUE
217,Honoré Foucher,NA,4069,Juliet's Fever,Song,Indie Pop,1993,NA,TRUE
217,Honoré Foucher,NA,11179,Backup's Lament,Album,Southern Gothic Rock,2012,NA,TRUE
217,Honoré Foucher,NA,12494,Echoes from the Sacred,Song,Indie Pop,2022,NA,TRUE
220,Ewa Zwara, Azure Wind,219,"Lasso My Heart, Cowboy",Song,Dream Pop,1997,NA,TRUE
220,Ewa Zwara, Azure Wind,9815,Identical Windows,Album,Indie Folk,1997,1997,TRUE
221,Olaf Szumny,NA,219,"Lasso My Heart, Cowboy",Song,Dream Pop,1997,NA,TRUE
221,Olaf Szumny,NA,8750,Rhapsody in Urban Rhythm,Album,Dream Pop,1991,NA,TRUE
222,Jakub Dziuda,NA,219,"Lasso My Heart, Cowboy",Song,Dream Pop,1997,NA,TRUE
222,Jakub Dziuda,NA,8750,Rhapsody in Urban Rhythm,Album,Dream Pop,1991,NA,TRUE
222,Jakub Dziuda,NA,9815,Identical Windows,Album,Indie Folk,1997,1997,TRUE
222,Jakub Dziuda,NA,15582,Drowning in Abundance,Song,Jazz Surf Rock,2000,NA,TRUE
223,Borys Kościk,NA,15248,Bonnie Prince Charlie's Last March,Album,Jazz Surf Rock,2004,2004,TRUE
223,Borys Kościk,NA,219,"Lasso My Heart, Cowboy",Song,Dream Pop,1997,NA,TRUE
223,Borys Kościk,NA,8750,Rhapsody in Urban Rhythm,Album,Dream Pop,1991,NA,TRUE
223,Borys Kościk,NA,9815,Identical Windows,Album,Indie Folk,1997,1997,TRUE
223,Borys Kościk,NA,10133,Candles and Memories,Album,Dream Pop,2010,2010,TRUE
223,Borys Kościk,NA,13956,Sunbleached Memory,Album,Dream Pop,1997,NA,TRUE
223,Borys Kościk,NA,14295,Streetlight Serenade,Song,Jazz Surf Rock,2000,NA,TRUE
223,Borys Kościk,NA,15582,Drowning in Abundance,Song,Jazz Surf Rock,2000,NA,TRUE
226,Ping Mo,NA,9483,Waterloo's Whispers,Album,Doom Metal,2017,NA,TRUE
226,Ping Mo,NA,11819,Rhythm Reactor,Song,Dream Pop,2025,NA,TRUE
227,Chao Bai,NA,225,Rodeo Romance,Song,Doom Metal,2013,NA,TRUE
229,Willie Phelps,NA,225,Rodeo Romance,Song,Doom Metal,2013,NA,TRUE
230,Jing Zhong,NA,225,Rodeo Romance,Song,Doom Metal,2013,NA,TRUE
234,Beth Carpenter,NA,10246,Intervals of Silence,Song,Doom Metal,2010,NA,TRUE
234,Beth Carpenter,NA,15383,Minotaur's Lament,Song,Doom Metal,2007,2010,TRUE
235,Shannon Gordon,NA,2299,Windswept Wanderer,Song,Blues Rock,1985,NA,TRUE
235,Shannon Gordon,NA,5218,Sunset Over Wandering Hearts,Song,Blues Rock,1996,1996,TRUE
235,Shannon Gordon,NA,6575,Riverbanks of Memory,Song,Symphonic Metal,2024,2024,TRUE
235,Shannon Gordon,NA,10246,Intervals of Silence,Song,Doom Metal,2010,NA,TRUE
235,Shannon Gordon,NA,15383,Minotaur's Lament,Song,Doom Metal,2007,2010,TRUE
236,Kimberly Castillo,NA,4498,Echoes of an Unlived Self,Song,Indie Folk,2023,NA,TRUE
236,Kimberly Castillo,NA,5254,Sunset on Asphalt,Song,Blues Rock,2028,NA,TRUE
236,Kimberly Castillo,NA,5310,Whispers Between Verses,Song,Indie Rock,2024,NA,TRUE
236,Kimberly Castillo,NA,5425,Memories of the Nordic Maiden,Song,Doom Metal,2013,2013,TRUE
236,Kimberly Castillo,NA,6575,Riverbanks of Memory,Song,Symphonic Metal,2024,2024,TRUE
236,Kimberly Castillo,NA,10246,Intervals of Silence,Song,Doom Metal,2010,NA,TRUE
236,Kimberly Castillo,NA,14379,"Empty Pockets, Full Regrets",Album,Dream Pop,2025,2025,TRUE
236,Kimberly Castillo,NA,15383,Minotaur's Lament,Song,Doom Metal,2007,2010,TRUE
240,Matthieu-Daniel Launay,NA,239,"Radiant Morning, Endless Delight",Album,Dream Pop,2015,NA,TRUE
